,company,task,info
154,(주)아톤,서비스기획,"

 이동통신사 관련 서비스 기획
 IT서비스 기획

 학력 : 무관
 경력 : IT서비스 기획 경력 2년 이상
 플랫폼 기획 프로세스에 대한 이해가 있는 자

 서비스 구성, 기획, 관리 등의 경험 2년 이상 보유자
 문서작성 우수자
 엑셀 고급 능력자
 뛰어난 프레젠테이션 능력 보유자
 데이터 분석이 가능한 자

"
155,(주)이수시스템,인사시스템 구축 프로젝트 수행,"http://www.isusystem.com

자체 솔루션 기반 인사시스템 구축 프로젝트 수행
JAVA/JSP 기반 개발업무

 IT관련 업무 4년 이상 경력
 JAVA, JSP, Javascript, jQuery, Spring F/W, Oracle



"
156,아이티메이트(주),SI 사업부,"

 정부 및 공공기관 시스템 구축 및 운영
 PM/PMO
 분석/설계
 개발

 학력 : 초대졸 이상
 전공 무관 (IT 관련 전공자 우대)
 경력 : 3년 이상
 공공기관 IT 경험자 우대
 근무지 : 서울 (프로젝트 투입 시 전국)

[PM/PMO]
 관련 분야 유경험자 우대
[분석/설계/개발]
 공공부분 구축 유경험자 우대
 건강보험/ 건설 분야 경험자 우대

"
157,네이버(주),네이버 서비스/브랜드 마케팅,"

 사용자 조사 및 IT 트랜드 리서치
 네이버 서비스/기술에 대한 마케팅 전략 구축
 콘텐츠 기획/제작, 프로모션 기획/운영
 브랜드 인지도 및 네이버 서비스 사용자 대상 조사/분석
 네이버 서비스, 기술 관련 매스 커뮤니케이션 전략, 콘텐츠 기획/제작

 IT 및 관련 기술에 대한 관심이 높은 사람
 직접 크리에이티브를 기획하고 다양한 마케팅 업무 제작 경험이 있는 사람
 마케팅 실무 경력 3년 이상
 프로모션 관련 재미있는 아이디어를 내고 구현할 수 있는 사람

 네이버 서비스 및 국내외 ICT 산업에 대한 기본적인 이해와 깊은 관심
 IT 플랫폼 및 글로벌 기업에서 일해본 경험

"
158,아이티메이트(주),기술 연구소,"

 공공ERP 및 신기술 연구및 개발
 분석/설계
 개발

 학력 : 초대졸 이상
 전공 무관 (IT 관련 전공자 우대)
 경력 : 3년 이상
 공공기관 IT 경험자 우대
 근무지 : 서울 (프로젝트 투입 시 전국)

[분석/설계]
 인사, 회계 시스템 설계 경험 5년 이상


 Java 스킬 필수


 Sencha ExtJS 경험자 우대

"
159,(주)LF,[잡플래닛 매칭] HR (채용/평가/보상  10년이상),"http://www.lfcorp.com/ko/about/introduce.do

IT / 온라인 사업 관련 채용 담당자

 온라인 사업 인사관리 담당
 우수인력 영입
 온라인사업에 적합한 인사제도 기획 및 운영

IT 혹은 e커머스 분야에서 직접 리크루팅 경험 있으신 분

인사 전반기능에 대한 경험도 보유하신 분
 IT/e커머스 회사에서 채용/평가/보상 등 전반적인 HR경력을
5년 이상 보유하신 분
 기술 기반 인력 소싱 경험하신 분 우대
 HR 비즈니스 파트너 경험하신 분 우대



"
160,잡플래닛 매칭서비스,BIG 4 글로벌 컨설팅펌  메이져 글로벌 컨설팅펌 금융권 디지털 리스크 컨설팅 DR급,"대표자 이정희
설립일 1987년 2월 14일
기업형태 일반기업
기업규모 / 사원수 대기업 / 4,500명 (2020년 기준)
자본금 76억 1,700만원
매출액 3,453억 4,219만원 (2020)
당기손익 56억 6,183만원 (2020)
업종 법률회계.컨설팅
업태 회계
종목 회계감사

세계 최고의 전문서비스조직(Professional Firm)
다양한 산업영역에 걸쳐 회계감사, 세무자문, 컨설팅 및 재무자문 서비스를 제공
150년이 넘는 역사를 통해 축적한 경험과 노하우에 끊임없는 연구개발의 산물인
최첨단 지식을 더해 고객들의 요구에 부합하는 최적의 솔루션을 제공
현재 유수의 글로벌 기업을 필두로 각국 정부와 공공기관, 다국적 기업의 80% 이상이 CLIENT

전세계 150여 개국 18만여 명에 달하는 전문인력이 세계화 및 지역 특성화 전략을 기반으로
최상의 서비스 개발에 진력중. 광범위한 글로벌 네트워크를 바탕으로 전세계 어디에서나
동일한 최고 품질의 서비스를 제공.

담당업무
 디지털 리스크/IT Resilience 컨설팅 실무 Leader
 해당분야 마케팅 실무 Lead (금융권 중심)
 해당분야 컨설팅 프로젝트 실무 Lead

모집직급
Director ~ Senior Manager

대학교(학사)졸 이상
경력 7년 이상 20년 이하
응시자격
 Global Talent Standards 에 따른 역량을 보유한 자
 금융권(은행/보험/증권) 디지털리스크, IT ISP/PI/PMO, AI 및 유사분야 경력 7년 이상
 해당분야 마케팅 및 프로젝트 관리 역량 보유자
 Big4 및 Global 컨설팅사 경력자 우대
 외국어능력 우수자 우대 (필수아님)



업계 최고 복리후생
워라벨중시"
161,온더아이티(주),솔루션영업|,"

 IT 기술영업

 학력 : 초대졸 이상
 경력 : 3년 이상

 IT솔루션 (KMS, EP, BPM, G/W, EDMS등)영업 유경험자
 공공기관 영업 유경험자

"
162,(주)카카오뱅크, 기술전략 담당자,"


 뱅킹 혁신을 위한 기술전략 수립 및 이행 지원

 기술 기반 인터넷 기업 근무 경험 3년 이상인 분
 소프트웨어 개발과 IT 산업에 대한 높은 이해를 갖춘 분
 뛰어난 학습 능력, 문제 해결 능력을 보유한 분
 CLevel 매니저와 협업할 수 있는 전문 역량을 보유한 분

 소프트웨어 기획 또는 개발 실무 경험이 있는 분
 영어 자료 습득 및 커뮤니케이션 역량을 보유한 분

[공통 우대 사항]
 국가유공자 및 장애인 등 취업보호대상자는 관계법령에 따라 우대합니다.
(입사지원 시 증빙서류를 첨부하는 경우에 해당하며, 증빙서류는 포트폴리오 란에 첨부해주시길 바랍니다.)

 성장: 연 500만원의 복지포인트를 통해 스스로 성장과 밸런스있는 삶을 고민할 수 있습니다. 취미활동, 운동, 나에게 주는 선물 등 자유롭게 자기주도 마일리지를 사용해 보세요.
 이너피스: 만 3년 근속하신 분에게 한달간의 달콤한 안식휴가를 드립니다. 유급휴가이며 좋은 휴식이 될 수 있도록 안식휴가비 200만원을 별도로 드립니다.
 균형있는 삶: 자유롭게 출퇴근시간을 조정할 수 있는 WorkOn 유연근무제를 운영하고 있습니다. 그 외에도 일과 생활의 균형을 위한 다양한 시도를 하고 있습니다.

 건강: 본인, 배우자, 자녀, 부모, 배우자부모 대상 단체상해보험 가입을 진행하여 의료비와 진단금을 지원하고 있습니다. 본인은 물론 소중한 가족 한명에게도 건강검진을 지원합니다.
 가족: 경조사 및 장례서비스 지원, 자녀 교육비 지원, 대출이자 지원제도, 새로운 가족을 위한 휴가/휴직 등 다양한 제도를 통해 가족의 행복을 함께 고민합니다.

그 밖에도 균형있는 삶(Balanced Life)를 위해 다양한 제도와 환경을 만들어 가고 있습니다."
163,네티브(주),네티브(주)에서 초급기획자를 모십니다. (사원/ 주임/ 대리),"저희 네티브(주)는 설립된지 19년째 접어드는 직원 100여명 규모의 웹에이전시로, 본사는 서울 마포구 월드컵북로 63(성산동)에 위치하고 있으며 주로 서울 등지에서 금융/ 보험 등 대규모 프로젝트를 구축 및 운영하고 있습니다.

 근무 지역: 본사 비상주 근무 및 프로젝트 파견 가능 (을지로~광화문, 여의도, 강남~선릉 지역이 많음, 보통 4~8개월 단위)

 근무 시간: 주 5일 (월~금), 본사 근무 시 09:30~18:30, 프로젝트 파견시 고객사와 협의

PC/모바일웹, APP 기획

특정 프로젝트에 바로 투입해서 할당량을 채우는 목적이 아니라, 중장기적으로 회사의 미래 발전을 도모하기 위한 인재 육성 차원에서 초급기획자를 모시고자 합니다.

학원과 같은 정식 커리큘럼은 아니지만, 기획그룹 내부적으로 보험의 이해/ SI 공정별 체크리스트/ UI 가이드라인 등의 직무 관련 교육을 주기적으로 진행하고 있습니다.

프로젝트 경험이 없으신 신입분께 무리하게 업무 실적을 강요하지 않고, 지원 인력으로써 금융 프로젝트 현장을 경험하며 지식/ 경험치/ 노하우를 차근차근 익혀나갈 수 있도록 배려하여, 장차 경쟁력있는 레퍼런스와 스킬 인벤토리를 갖추고 온전히 한 명의 기획자 몫을 함으로써 기획그룹 전체의 역량 강화로 이어질 수 있는 인연을 만들고자 합니다.

 신입일 경우 IT 관련 전공, 교육 수료자

 경력일 경우 실무 경험

IT 관련 인턴십/ 관련 자격증 보유자

4대보험 가입, 연차(반차 가능), 경조휴가, 대체휴가, 육아휴직, 남성출산휴가 등"
164,삼정케이피엠지컨설팅(주),"내부감사, 내부통제 진단 및 개선, 컴플라이언스 분야 채용  IA","

 내부회계관리제도 구축 및 평가 업무
 내부감사 : 내부감사 대행, 품질평가 및 전략수립, 상시모니터링 시스템 구축 등
 내부통제 진단 및 평가
 IT 시스템 구축 및 진단 업무 (IT감사 경험 포함)
 컴플라이언스: 부정예방체계 구축, 컴플라이언스 체계 구축 등

 1년 이상 ~ 15년 이하(Associate ~ Director)
 서류심사 합격자에 한하여 개별통보 예정
 지원순서에 따라 진행 예정이며, 적합한 인력을 채용 시 본 채용공고는 조기 마감될 수 있음

 관계법에 의거 보훈대상자 또는 장애인은 우대함
 내부회계관리제도 구축 및 평가 업무 수행 유경험자
 공인회계사 (한국 & 미국), 내부감사(CIA, CISA, CFE 등) 등 전문자격증 소지자 및 경력개발자 우대
 영어 능통자 우대
 회계법인 및 내부감사 부서 근무경력 우대

"
165,(주)스마일게이트홀딩스, 기술지원 담당,"스마일게이트는 전세계 동시 접속자 수 800만 명 이상을 자랑하는 크로스파이어를 개발한 글로벌 게임회사입니다. 중국과 베트남, 북남미, 유럽 등 전세계 80개 국에서 크로스파이어를 서비스하고 있습니다.

스마일게이트는 크로스파이어를 통해 배운 축적된 게임 개발 역량과 서비스 노하우를 기반으로 FPS, MMORPG, 대전액션을 아우르는 다양한 장르의 온라인게임을 개발하고 있습니다.

스마일게이트는 식지 않는 열정과 끈기, 노력을 통해 쉬지 않고 도전하고 있습니다. 더 많은 유저와 즐거움을 나누기 위한 게임 및 문화 콘텐츠를 제공하기 위해 비즈니스 파트너와 함께 성장해 나가겠습니다.

 신사업 기술지원을 위한 IT전략 수립 및 이행 지원
 컨퍼런스 , 채용 캠프, 신사업 협력 기획, 협력 업체 발굴 등 기술사업추진
 내부 수행 프로젝트 관리
 그룹 내 커뮤니케이션 업무 (기술전략 Staff 및 Hub역할 수행)

자격요건
 4년 이상의 유관 경력이 있는 분
 기술 사업 추진 및 프로젝트 관리(PMO) 경험이 있으신 분
 해외 여행의 결격 사유 없으신 분

필요역량
 기술 전략 수립 및 기획 역량
 신기술과 IT 서비스 트렌드, 엔터테인먼트 컨텐츠에 대한 관심
 기술 사업 추진 및 프로젝트 관리(PMO) 역량
 분석/커뮤니케이션 능력
 문서 작성 능력

 서비스 개발 프로젝트 경험자
 비니지스 레벨의 영어 회화

스마일게이트는 구성원을 위한 다양한 복지 서비스 및 근로환경을 제공하고 있습니다. :)

 유연근무제도
 선택적 복리후생비 지급
 출근 셔틀버스 운영
 의료실비 보험 / 종합건강검진 지원
 생활자금대출 / 경조사 지원
 사내 동호회 활동 지원
 개발자 컨퍼런스 / 사내 교육 및 특강
 게임공간 라운지
 사내 도서관
 운동 공간 (헬스, 골프, 탁구)
 샤워시설, 휴게라운지, 힐링룸
 장기근속 포상 / 휴양시설 지원
 카페테리아 / 사내 식당
 사내 어린이집
 부서 워크숍 지원
 명절 선물 지급"
166,(주)알티넷,솔루션 부문 및 연구소웹 어플리케이션 개발/UI/UX 디자이너/솔루션 영업 및 영업지원,"

1.  웹 어플리케이션 개발 (모집인원 4명)

 IT 운영 자동화 솔루션 개발, IT 관리시스템 개발
 JAVA 기반 웹 서비스 프로그램 개발
 시스템 아키텍처 설계 및 구현

2.  UI/UX 디자이너 (모집인원 1명)

 웹, 어플리케이션 UI/UX 디자인
 솔루션 UX 기획/개선 설계
 솔루션 UI 및 GUI 디자인
 신규 솔루션 UI/UX 기획

3. [신입/경력] 솔루션 영업 및 영업지원 (모집인원 1명)
 자사 솔루션 영업 및 영업지원
 기존 고객사 영업관리 및 사업관리
 신규 고객사 영업 및 제안
 신규 솔루션 UI/UX 기획

1.  웹 어플리케이션 개발 (모집인원 4명)
 대졸이상(2,3년 포함) / 나이.성별 무관
 관련 분야 신입/경력 5년 이상(과장, 차장급)
 JAVA 또는 타언어 기반 서버/클라이언트 프로그램 개발 경력자
 웹 기반 어플리케이션 또는 서비스 개발 경력자


2.  UI/UX 디자이너 (모집인원 1명)
 대졸이상(2,3년 포함) / 나이성별 무관
 경력 5년 이상 (대리,과장,차장급)
 해당직무 근무경험자

3. [신입/경력] 솔루션 영업 및 영업지원 (모집인원 1명)
 대졸이상(2,3년 포함) / 나이성별 무관
 신입/경력 5년 이상(사원,대리,과장급)

1.  웹 어플리케이션 개발 (모집인원 4명)
 정보처리 등 관련 분야 자격증 보유자 우대
 각종 고용촉진장려금 대상자 /컴퓨터활용능력우수/해당직무 근무경험/수학.통계학.컴퓨터.시스템공학 전공자 우대

2.  UI/UX 디자이너 (모집인원 1명)
 각종 고용촉진장려금 대상자 우대
 컴퓨터활용능력우서/CAD.CAM 능숙자 우대

3. [신입/경력] 솔루션 영업 및 영업지원 (모집인원 1명)
 해당직무 경험자 우대
 각종 고용촉진장려금 대상자 우대
 컴퓨터활용능력우수 우대
 중국어 가능자/영어가능자 우대
 PPT능력우수자 우대

각종 경조사 지원 / 명절선물 / 자유복장 / 음료및차제공 / 회사차량 있음 / 연차 /경조휴가제 / 반차"
167,신한금융투자(주),ICT  클라우드 _ 기획관리,"

 기획관리

 퍼블릭 클라우드(AWS, Azure, GCP 등) 서비스 설계와 프로젝트 관리 경험
 클라우드 거버넌스 체계 수립 및 수요/비용 관리 경험
 IT개발 업무/운영, 기반 기술 및 트렌드에 대한 전반적인 지식과 경험


 국내/외 4년제 대학교 이상 졸업자(석/박사 우대)
 관련 분야 경력 3년 이상 지원 가능
 당사 사규상 채용에 결격 사유가 없는 자

 경력 4년 이상


『장애인고용촉진 및 직업재활법』에 의한 장애인
『국가유공자 등 예우 및 지원에 관한 법률』에 의한 취업보호대상자

"
